iter	Passed	Remaining
760	4852	1524
761	4859	1517
762	4865	1511
763	4871	1504
764	4877	1498
765	4882	1491
766	4889	1485
767	4894	1478
768	4900	1471
769	4905	1465
770	4910	1458
771	4918	1452
772	4924	1445
773	4930	1439
774	4935	1432
775	4941	1426
776	4947	1419
777	4953	1413
778	4959	1407
779	4965	1400
780	4971	1393
781	4976	1387
782	4982	1380
783	4987	1374
784	4993	1367
785	4999	1361
786	5005	1354
787	5011	1348
788	5016	1341
789	5022	1335
790	5028	1328
791	5034	1322
792	5040	1315
793	5045	1309
794	5051	1302
795	5058	1296
796	5064	1290
797	5070	1283
798	5076	1276
799	5081	1270
800	5087	1264
801	5093	1257
802	5100	1251
803	5106	1244
804	5113	1238
805	5121	1232
806	5127	1226
807	5132	1219
808	5138	1213
809	5144	1206
810	5150	1200
811	5156	1193
812	5163	1187
813	5169	1181
814	5174	1174
815	5180	1168
816	5186	1161
817	5192	1155
818	5197	1148
819	5203	1142
820	5209	1135
821	5215	1129
822	5221	1123
823	5227	1116
824	5233	1110
825	5239	1103
826	5246	1097
827	5253	1091
828	5260	1085
829	5265	1078
830	5271	1072
831	5277	1065
832	5283	1059
833	5289	1052
834	5295	1046
835	5300	1039
836	5306	1033
837	5312	1027
838	5318	1020
839	5323	1014
840	5329	1007
841	5336	1001
842	5341	994
843	5348	988
844	5354	982
845	5360	975
846	5366	969
847	5372	962
848	5377	956
849	5382	949
850	5388	943
851	5394	937
852	5400	930
853	5406	924
854	5411	917
855	5417	911
856	5422	904
857	5429	898
858	5434	892
859	5440	885
860	5446	879
861	5451	872
862	5458	866
863	5463	859
864	5468	853
865	5475	847
866	5480	840
867	5487	834
868	5492	827
869	5498	821
870	5505	815
871	5511	809
872	5517	802
873	5523	796
874	5530	790
875	5536	783
876	5541	777
877	5547	770
878	5553	764
879	5559	758
880	5565	751
881	5572	745
882	5578	739
883	5583	732
884	5589	726
885	5594	719
886	5600	713
887	5606	707
888	5612	700
889	5618	694
890	5624	688
891	5630	681
892	5636	675
893	5642	668
894	5647	662
895	5654	656
896	5660	650
897	5666	643
898	5672	637
899	5678	630
900	5684	624
901	5689	618
902	5695	611
903	5701	605
904	5707	599
905	5712	592
906	5718	586
907	5724	579
908	5729	573
909	5736	567
910	5742	560
911	5748	554
912	5753	548
913	5759	541
914	5765	535
915	5771	529
916	5776	522
917	5782	516
918	5787	510
919	5793	503
920	5799	497
921	5804	491
922	5810	484
923	5816	478
924	5821	471
925	5827	465
926	5833	459
927	5838	453
928	5844	446
929	5850	440
930	5856	434
931	5862	427
932	5868	421
933	5874	415
934	5880	408
935	5885	402
936	5893	396
937	5900	389
938	5906	383
939	5911	377
940	5916	370
941	5923	364
942	5928	358
943	5934	352
944	5940	345
945	5945	339
946	5951	333
947	5958	326
948	5964	320
949	5969	314
950	5975	307
951	5982	301
952	5989	295
953	5995	289
954	6000	282
955	6006	276
956	6012	270
957	6018	263
958	6024	257
959	6030	251
960	6036	244
961	6041	238
962	6047	232
963	6052	226
964	6059	219
965	6064	213
966	6071	207
967	6076	200
968	6082	194
969	6087	188
970	6093	181
971	6099	175
972	6105	169
973	6111	163
974	6116	156
975	6122	150
976	6128	144
977	6134	137
978	6139	131
979	6145	125
980	6151	119
981	6157	112
982	6163	106
983	6169	100
984	6174	94
985	6181	87
986	6186	81
987	6192	75
988	6197	68
989	6203	62
990	6210	56
991	6215	50
992	6220	43
993	6226	37
994	6232	31
995	6238	25
996	6244	18
997	6250	12
998	6256	6
999	6262	0
